Time,Series,Value
2021-05-28T12:00:00+02:00,Heating,7
2021-05-28T13:00:00+02:00,Ventilation,63
2021-05-28T13:00:00+02:00,Sokets plug,31.688
2021-05-28T13:00:00+02:00,Lighting,38.188
2021-05-28T13:00:00+02:00,Other electricity,129.125
2021-05-28T13:00:00+02:00,Cooling,20.5
2021-05-28T13:00:00+02:00,Heating,6.75
2021-05-28T14:00:00+02:00,Ventilation,111.875
2021-05-28T14:00:00+02:00,Sokets plug,31.75
2021-05-28T14:00:00+02:00,Lighting,37.125
2021-05-28T14:00:00+02:00,Other electricity,83.625
2021-05-28T14:00:00+02:00,Cooling,18.125
2021-05-28T14:00:00+02:00,Heating,7.5
2021-05-28T15:00:00+02:00,Ventilation,96.25
2021-05-28T15:00:00+02:00,Sokets plug,25.438
2021-05-28T15:00:00+02:00,Lighting,35.25
2021-05-28T15:00:00+02:00,Other electricity,86.813
2021-05-28T15:00:00+02:00,Cooling,36.25
2021-05-28T15:00:00+02:00,Heating,9.75
2021-05-28T16:00:00+02:00,Ventilation,85
2021-05-28T16:00:00+02:00,Sokets plug,31.063
2021-05-28T16:00:00+02:00,Lighting,32.5
2021-05-28T16:00:00+02:00,Other electricity,88.188
2021-05-28T16:00:00+02:00,Cooling,18.25
2021-05-28T16:00:00+02:00,Heating,7.5
2021-05-28T17:00:00+02:00,Ventilation,30.625
2021-05-28T17:00:00+02:00,Sokets plug,0.813
2021-05-28T17:00:00+02:00,Lighting,2.125
2021-05-28T17:00:00+02:00,Other electricity,0
2021-05-28T17:00:00+02:00,Cooling,0
2021-05-28T17:00:00+02:00,Heating,0
2021-05-28T18:00:00+02:00,Ventilation,84.375
2021-05-28T18:00:00+02:00,Sokets plug,25.563
2021-05-28T18:00:00+02:00,Lighting,31.688
2021-05-28T18:00:00+02:00,Other electricity,73.375
2021-05-28T18:00:00+02:00,Cooling,29
2021-05-28T18:00:00+02:00,Heating,6.5
2021-05-28T19:00:00+02:00,Ventilation,68.75
2021-05-28T19:00:00+02:00,Sokets plug,25
2021-05-28T19:00:00+02:00,Lighting,27
2021-05-28T19:00:00+02:00,Other electricity,102.375
2021-05-28T19:00:00+02:00,Cooling,22.875
2021-05-28T19:00:00+02:00,Heating,6
2021-05-28T20:00:00+02:00,Ventilation,21.625
2021-05-28T20:00:00+02:00,Sokets plug,1.625
2021-05-28T20:00:00+02:00,Lighting,2.563
2021-05-28T20:00:00+02:00,Other electricity,0
2021-05-28T20:00:00+02:00,Cooling,0
2021-05-28T20:00:00+02:00,Heating,0
2021-05-28T21:00:00+02:00,Ventilation,61.5
2021-05-28T21:00:00+02:00,Sokets plug,19.375
2021-05-28T21:00:00+02:00,Lighting,14.813
2021-05-28T21:00:00+02:00,Other electricity,91.5
2021-05-28T21:00:00+02:00,Cooling,24.313
2021-05-28T21:00:00+02:00,Heating,6.25
2021-05-28T22:00:00+02:00,Ventilation,69.25
2021-05-28T22:00:00+02:00,Sokets plug,14.25
2021-05-28T22:00:00+02:00,Lighting,8.438
2021-05-28T22:00:00+02:00,Other electricity,68.938
2021-05-28T22:00:00+02:00,Cooling,38.125
2021-05-28T22:00:00+02:00,Heating,5.75
2021-05-28T23:00:00+02:00,Ventilation,100.75
2021-05-28T23:00:00+02:00,Sokets plug,17.563
2021-05-28T23:00:00+02:00,Lighting,8.375
2021-05-28T23:00:00+02:00,Other electricity,22.188
2021-05-28T23:00:00+02:00,Cooling,22.625
2021-05-28T23:00:00+02:00,Heating,6
2021-05-29T00:00:00+02:00,Ventilation,61.625
2021-05-29T00:00:00+02:00,Sokets plug,15.313
2021-05-29T00:00:00+02:00,Lighting,5.875
2021-05-29T00:00:00+02:00,Other electricity,49.563
2021-05-29T00:00:00+02:00,Cooling,16.125
2021-05-29T00:00:00+02:00,Heating,6
2021-05-29T01:00:00+02:00,Ventilation,18.25
2021-05-29T01:00:00+02:00,Sokets plug,15.563
2021-05-29T01:00:00+02:00,Lighting,4.688
2021-05-29T01:00:00+02:00,Other electricity,19.125
2021-05-29T01:00:00+02:00,Cooling,16.375
2021-05-29T01:00:00+02:00,Heating,6.25
2021-05-29T02:00:00+02:00,Ventilation,3.875
2021-05-29T02:00:00+02:00,Sokets plug,14.938
2021-05-29T02:00:00+02:00,Lighting,6.438
2021-05-29T02:00:00+02:00,Other electricity,70.625
2021-05-29T02:00:00+02:00,Cooling,23.625
2021-05-29T02:00:00+02:00,Heating,5.75
2021-05-29T03:00:00+02:00,Ventilation,7.375
2021-05-29T03:00:00+02:00,Sokets plug,12.313
2021-05-29T03:00:00+02:00,Lighting,4.75
2021-05-29T03:00:00+02:00,Other electricity,66.938
2021-05-29T03:00:00+02:00,Cooling,23.125
2021-05-29T03:00:00+02:00,Heating,6
2021-05-29T04:00:00+02:00,Ventilation,3.25
2021-05-29T04:00:00+02:00,Sokets plug,9.75
2021-05-29T04:00:00+02:00,Lighting,3.688
2021-05-29T04:00:00+02:00,Other electricity,83.688
2021-05-29T04:00:00+02:00,Cooling,16.125
2021-05-29T04:00:00+02:00,Heating,6
2021-05-29T05:00:00+02:00,Ventilation,7.125
2021-05-29T05:00:00+02:00,Sokets plug,13
2021-05-29T05:00:00+02:00,Lighting,9
2021-05-29T05:00:00+02:00,Other electricity,79.125
2021-05-29T05:00:00+02:00,Cooling,19.75
2021-05-29T05:00:00+02:00,Heating,6.25
2021-05-29T06:00:00+02:00,Ventilation,6.375
2021-05-29T06:00:00+02:00,Sokets plug,11.313
2021-05-29T06:00:00+02:00,Lighting,5.75
2021-05-29T06:00:00+02:00,Other electricity,71.438
2021-05-29T06:00:00+02:00,Cooling,20.625
2021-05-29T06:00:00+02:00,Heating,5.75
2021-05-29T07:00:00+02:00,Ventilation,9.25
2021-05-29T07:00:00+02:00,Sokets plug,8.688
2021-05-29T07:00:00+02:00,Lighting,5.25
2021-05-29T07:00:00+02:00,Other electricity,71.875
2021-05-29T07:00:00+02:00,Cooling,20.438
2021-05-29T07:00:00+02:00,Heating,6
2021-05-29T08:00:00+02:00,Ventilation,1
2021-05-29T08:00:00+02:00,Sokets plug,0.688
2021-05-29T08:00:00+02:00,Lighting,0.063
2021-05-29T08:00:00+02:00,Other electricity,0
2021-05-29T08:00:00+02:00,Cooling,0
2021-05-29T08:00:00+02:00,Heating,0
2021-05-29T09:00:00+02:00,Ventilation,4.125
2021-05-29T09:00:00+02:00,Sokets plug,11.5
2021-05-29T09:00:00+02:00,Lighting,4.625
2021-05-29T09:00:00+02:00,Other electricity,84.625
2021-05-29T09:00:00+02:00,Cooling,17.125
2021-05-29T09:00:00+02:00,Heating,6.25
2021-05-29T10:00:00+02:00,Ventilation,3.125
2021-05-29T10:00:00+02:00,Sokets plug,12.563
2021-05-29T10:00:00+02:00,Lighting,3.688
2021-05-29T10:00:00+02:00,Other electricity,32.5
2021-05-29T10:00:00+02:00,Cooling,15.125
2021-05-29T10:00:00+02:00,Heating,5.75
2021-05-29T11:00:00+02:00,Ventilation,8.375
2021-05-29T11:00:00+02:00,Sokets plug,12.938
2021-05-29T11:00:00+02:00,Lighting,5.188
2021-05-29T11:00:00+02:00,Other electricity,60
2021-05-29T11:00:00+02:00,Cooling,26.5
2021-05-29T11:00:00+02:00,Heating,6
2021-05-29T12:00:00+02:00,Ventilation,7.875
2021-05-29T12:00:00+02:00,Sokets plug,11.25
2021-05-29T12:00:00+02:00,Lighting,4.375
2021-05-29T12:00:00+02:00,Other electricity,75.25
2021-05-29T12:00:00+02:00,Cooling,25.25
2021-05-29T12:00:00+02:00,Heating,6
2021-05-29T13:00:00+02:00,Ventilation,4.625
2021-05-29T13:00:00+02:00,Sokets plug,11.313
2021-05-29T13:00:00+02:00,Lighting,5.563
2021-05-29T13:00:00+02:00,Other electricity,70.125
2021-05-29T13:00:00+02:00,Cooling,19.875
2021-05-29T13:00:00+02:00,Heating,6.25
2021-05-29T14:00:00+02:00,Ventilation,4.625
2021-05-29T14:00:00+02:00,Sokets plug,0.563
2021-05-29T14:00:00+02:00,Lighting,5.563
2021-05-29T14:00:00+02:00,Other electricity,0
2021-05-29T14:00:00+02:00,Cooling,0
2021-05-29T14:00:00+02:00,Heating,0
2021-05-29T15:00:00+02:00,Ventilation,8.875
2021-05-29T15:00:00+02:00,Sokets plug,15.438
2021-05-29T15:00:00+02:00,Lighting,7.5
2021-05-29T15:00:00+02:00,Other electricity,58.188
2021-05-29T15:00:00+02:00,Cooling,24.5
2021-05-29T15:00:00+02:00,Heating,6
2021-05-29T16:00:00+02:00,Ventilation,10.375
2021-05-29T16:00:00+02:00,Sokets plug,12.5
2021-05-29T16:00:00+02:00,Lighting,3.813
2021-05-29T16:00:00+02:00,Other electricity,56.563
2021-05-29T16:00:00+02:00,Cooling,25.25
2021-05-29T16:00:00+02:00,Heating,6
2021-05-29T17:00:00+02:00,Ventilation,2.5
2021-05-29T17:00:00+02:00,Sokets plug,2.188
2021-05-29T17:00:00+02:00,Lighting,3.813
2021-05-29T17:00:00+02:00,Other electricity,0
2021-05-29T17:00:00+02:00,Cooling,0
2021-05-29T17:00:00+02:00,Heating,0
2021-05-29T18:00:00+02:00,Ventilation,3.375
2021-05-29T18:00:00+02:00,Sokets plug,11.313
2021-05-29T18:00:00+02:00,Lighting,8.125
2021-05-29T18:00:00+02:00,Other electricity,62.563
2021-05-29T18:00:00+02:00,Cooling,25.625
2021-05-29T18:00:00+02:00,Heating,5.75
2021-05-29T19:00:00+02:00,Ventilation,7
2021-05-29T19:00:00+02:00,Sokets plug,10.5
2021-05-29T19:00:00+02:00,Lighting,4.75
2021-05-29T19:00:00+02:00,Other electricity,65.5
2021-05-29T19:00:00+02:00,Cooling,24.25
2021-05-29T19:00:00+02:00,Heating,6
2021-05-29T20:00:00+02:00,Ventilation,0.875
2021-05-29T20:00:00+02:00,Sokets plug,0.5
2021-05-29T20:00:00+02:00,Lighting,4.75
2021-05-29T20:00:00+02:00,Other electricity,0
2021-05-29T20:00:00+02:00,Cooling,0
2021-05-29T20:00:00+02:00,Heating,0
2021-05-29T21:00:00+02:00,Ventilation,8.25
2021-05-29T21:00:00+02:00,Sokets plug,12.375
2021-05-29T21:00:00+02:00,Lighting,4.375
2021-05-29T21:00:00+02:00,Other electricity,74.5
2021-05-29T21:00:00+02:00,Cooling,20
2021-05-29T21:00:00+02:00,Heating,6.25
2021-05-29T22:00:00+02:00,Ventilation,3.75
2021-05-29T22:00:00+02:00,Sokets plug,11.125
2021-05-29T22:00:00+02:00,Lighting,3.5
2021-05-29T22:00:00+02:00,Other electricity,84
2021-05-29T22:00:00+02:00,Cooling,19.625
2021-05-29T22:00:00+02:00,Heating,5.75
2021-05-29T23:00:00+02:00,Ventilation,2.75
2021-05-29T23:00:00+02:00,Sokets plug,0.5
2021-05-29T23:00:00+02:00,Lighting,0.688
2021-05-29T23:00:00+02:00,Other electricity,0
2021-05-29T23:00:00+02:00,Cooling,0
2021-05-29T23:00:00+02:00,Heating,0
2021-05-30T00:00:00+02:00,Ventilation,6.375
2021-05-30T00:00:00+02:00,Sokets plug,14.438
2021-05-30T00:00:00+02:00,Lighting,7.563
2021-05-30T00:00:00+02:00,Other electricity,77.75
2021-05-30T00:00:00+02:00,Cooling,20.875
2021-05-30T00:00:00+02:00,Heating,6
2021-05-30T01:00:00+02:00,Ventilation,4.75
2021-05-30T01:00:00+02:00,Sokets plug,9.375
2021-05-30T01:00:00+02:00,Lighting,4.75
2021-05-30T01:00:00+02:00,Other electricity,76.5
2021-05-30T01:00:00+02:00,Cooling,29.625
2021-05-30T01:00:00+02:00,Heating,6.25
2021-05-30T02:00:00+02:00,Ventilation,4.375
2021-05-30T02:00:00+02:00,Sokets plug,1.063
2021-05-30T02:00:00+02:00,Lighting,4.75
2021-05-30T02:00:00+02:00,Other electricity,0
2021-05-30T02:00:00+02:00,Cooling,0
2021-05-30T02:00:00+02:00,Heating,0
2021-05-30T03:00:00+02:00,Ventilation,1.875
2021-05-30T03:00:00+02:00,Sokets plug,6
2021-05-30T03:00:00+02:00,Lighting,1.125
2021-05-30T03:00:00+02:00,Other electricity,101
2021-05-30T03:00:00+02:00,Cooling,5
2021-05-30T03:00:00+02:00,Heating,6
2021-05-30T04:00:00+02:00,Ventilation,1.875
2021-05-30T04:00:00+02:00,Sokets plug,0.5
2021-05-30T04:00:00+02:00,Lighting,1
2021-05-30T04:00:00+02:00,Other electricity,0
2021-05-30T04:00:00+02:00,Cooling,0
2021-05-30T04:00:00+02:00,Heating,0
2021-05-30T05:00:00+02:00,Ventilation,5.625
2021-05-30T05:00:00+02:00,Sokets plug,11.125
2021-05-30T05:00:00+02:00,Lighting,6.563
2021-05-30T05:00:00+02:00,Other electricity,75.563
2021-05-30T05:00:00+02:00,Cooling,18.125
2021-05-30T05:00:00+02:00,Heating,5.75
2021-05-30T06:00:00+02:00,Ventilation,5.25
2021-05-30T06:00:00+02:00,Sokets plug,11.5
2021-05-30T06:00:00+02:00,Lighting,4.875
2021-05-30T06:00:00+02:00,Other electricity,74.5
2021-05-30T06:00:00+02:00,Cooling,17.875
2021-05-30T06:00:00+02:00,Heating,5.5
2021-05-30T07:00:00+02:00,Ventilation,8.125
2021-05-30T07:00:00+02:00,Sokets plug,12.25
2021-05-30T07:00:00+02:00,Lighting,4.438
2021-05-30T07:00:00+02:00,Other electricity,72.063
2021-05-30T07:00:00+02:00,Cooling,21.125
2021-05-30T07:00:00+02:00,Heating,5.75
2021-05-30T08:00:00+02:00,Ventilation,7.75
2021-05-30T08:00:00+02:00,Sokets plug,13.5
2021-05-30T08:00:00+02:00,Lighting,7.688
2021-05-30T08:00:00+02:00,Other electricity,69.563
2021-05-30T08:00:00+02:00,Cooling,27
2021-05-30T08:00:00+02:00,Heating,6
2021-05-30T09:00:00+02:00,Ventilation,3.75
2021-05-30T09:00:00+02:00,Sokets plug,11.375
2021-05-30T09:00:00+02:00,Lighting,4
2021-05-30T09:00:00+02:00,Other electricity,76.563
2021-05-30T09:00:00+02:00,Cooling,17.313
2021-05-30T09:00:00+02:00,Heating,5.75
2021-05-30T10:00:00+02:00,Ventilation,5
2021-05-30T10:00:00+02:00,Sokets plug,13.313
2021-05-30T10:00:00+02:00,Lighting,4.375
2021-05-30T10:00:00+02:00,Other electricity,77.5
2021-05-30T10:00:00+02:00,Cooling,16.313
2021-05-30T10:00:00+02:00,Heating,6.25
2021-05-30T11:00:00+02:00,Ventilation,8.625
2021-05-30T11:00:00+02:00,Sokets plug,21
2021-05-30T11:00:00+02:00,Lighting,6.125
2021-05-30T11:00:00+02:00,Other electricity,69.25
2021-05-30T11:00:00+02:00,Cooling,23
2021-05-30T11:00:00+02:00,Heating,6
2021-05-30T12:00:00+02:00,Ventilation,5
2021-05-30T12:00:00+02:00,Sokets plug,20.438
2021-05-30T12:00:00+02:00,Lighting,5.375
2021-05-30T12:00:00+02:00,Other electricity,67.188
2021-05-30T12:00:00+02:00,Cooling,24.5
2021-05-30T12:00:00+02:00,Heating,6
2021-05-30T13:00:00+02:00,Ventilation,8.625
2021-05-30T13:00:00+02:00,Sokets plug,22.125
2021-05-30T13:00:00+02:00,Lighting,4.75
2021-05-30T13:00:00+02:00,Other electricity,67.25
2021-05-30T13:00:00+02:00,Cooling,16.75
2021-05-30T13:00:00+02:00,Heating,5.75
2021-05-30T14:00:00+02:00,Ventilation,4
2021-05-30T14:00:00+02:00,Sokets plug,24.875
2021-05-30T14:00:00+02:00,Lighting,6
2021-05-30T14:00:00+02:00,Other electricity,71.25
2021-05-30T14:00:00+02:00,Cooling,25.875
2021-05-30T14:00:00+02:00,Heating,6.25
2021-05-30T15:00:00+02:00,Ventilation,7.625
2021-05-30T15:00:00+02:00,Sokets plug,18.75
2021-05-30T15:00:00+02:00,Lighting,4.813
2021-05-30T15:00:00+02:00,Other electricity,53.688
2021-05-30T15:00:00+02:00,Cooling,26.125
2021-05-30T15:00:00+02:00,Heating,6
2021-05-30T16:00:00+02:00,Ventilation,5.125
2021-05-30T16:00:00+02:00,Sokets plug,14.813
2021-05-30T16:00:00+02:00,Lighting,4.313
2021-05-30T16:00:00+02:00,Other electricity,70.5
2021-05-30T16:00:00+02:00,Cooling,15.25
2021-05-30T16:00:00+02:00,Heating,6
2021-05-30T17:00:00+02:00,Ventilation,7.125
2021-05-30T17:00:00+02:00,Sokets plug,18.188
2021-05-30T17:00:00+02:00,Lighting,5.813
2021-05-30T17:00:00+02:00,Other electricity,70.75
2021-05-30T17:00:00+02:00,Cooling,23.625
2021-05-30T17:00:00+02:00,Heating,5.75
2021-05-30T18:00:00+02:00,Ventilation,6.375
2021-05-30T18:00:00+02:00,Sokets plug,20.5
2021-05-30T18:00:00+02:00,Lighting,5.188
2021-05-30T18:00:00+02:00,Other electricity,57.813
2021-05-30T18:00:00+02:00,Cooling,22.125
2021-05-30T18:00:00+02:00,Heating,6.25
2021-05-30T19:00:00+02:00,Ventilation,6.5
2021-05-30T19:00:00+02:00,Sokets plug,14.75
2021-05-30T19:00:00+02:00,Lighting,3.25
2021-05-30T19:00:00+02:00,Other electricity,64.375
2021-05-30T19:00:00+02:00,Cooling,21.125
2021-05-30T19:00:00+02:00,Heating,6
2021-05-30T20:00:00+02:00,Ventilation,5.75
2021-05-30T20:00:00+02:00,Sokets plug,22.75
2021-05-30T20:00:00+02:00,Lighting,7.063
2021-05-30T20:00:00+02:00,Other electricity,68.313
2021-05-30T20:00:00+02:00,Cooling,25.625
2021-05-30T20:00:00+02:00,Heating,6
2021-05-30T21:00:00+02:00,Ventilation,6.5
2021-05-30T21:00:00+02:00,Sokets plug,16.688
2021-05-30T21:00:00+02:00,Lighting,7.813
2021-05-30T21:00:00+02:00,Other electricity,64.375
2021-05-30T21:00:00+02:00,Cooling,23.125
2021-05-30T21:00:00+02:00,Heating,5.75
2021-05-30T22:00:00+02:00,Ventilation,6.25
2021-05-30T22:00:00+02:00,Sokets plug,11.875
2021-05-30T22:00:00+02:00,Lighting,4.188
2021-05-30T22:00:00+02:00,Other electricity,80.438
2021-05-30T22:00:00+02:00,Cooling,20.25
2021-05-30T22:00:00+02:00,Heating,5.5
2021-05-30T23:00:00+02:00,Ventilation,5.75
2021-05-30T23:00:00+02:00,Sokets plug,17.313
2021-05-30T23:00:00+02:00,Lighting,7.063
2021-05-30T23:00:00+02:00,Other electricity,73.375
2021-05-30T23:00:00+02:00,Cooling,32.5
2021-05-30T23:00:00+02:00,Heating,5.75
2021-05-31T00:00:00+02:00,Ventilation,4.75
2021-05-31T00:00:00+02:00,Sokets plug,13.25
2021-05-31T00:00:00+02:00,Lighting,4.563
2021-05-31T00:00:00+02:00,Other electricity,75.563
2021-05-31T00:00:00+02:00,Cooling,18.375
2021-05-31T00:00:00+02:00,Heating,6.25
2021-05-31T01:00:00+02:00,Ventilation,2.625
2021-05-31T01:00:00+02:00,Sokets plug,12
2021-05-31T01:00:00+02:00,Lighting,3.625
2021-05-31T01:00:00+02:00,Other electricity,80.25
2021-05-31T01:00:00+02:00,Cooling,17
2021-05-31T01:00:00+02:00,Heating,5.75
2021-05-31T02:00:00+02:00,Ventilation,5
2021-05-31T02:00:00+02:00,Sokets plug,13
2021-05-31T02:00:00+02:00,Lighting,8
2021-05-31T02:00:00+02:00,Other electricity,85.875
2021-05-31T02:00:00+02:00,Cooling,19.125
2021-05-31T02:00:00+02:00,Heating,6.25
2021-05-31T03:00:00+02:00,Ventilation,13.125
2021-05-31T03:00:00+02:00,Sokets plug,11.5
2021-05-31T03:00:00+02:00,Lighting,5
2021-05-31T03:00:00+02:00,Other electricity,61.875
2021-05-31T03:00:00+02:00,Cooling,30
2021-05-31T03:00:00+02:00,Heating,7.5
2021-05-31T04:00:00+02:00,Ventilation,4
2021-05-31T04:00:00+02:00,Sokets plug,9.188
2021-05-31T04:00:00+02:00,Lighting,3.938
2021-05-31T04:00:00+02:00,Other electricity,82.625
2021-05-31T04:00:00+02:00,Cooling,15.75
2021-05-31T04:00:00+02:00,Heating,5.25
2021-05-31T05:00:00+02:00,Ventilation,6.5
2021-05-31T05:00:00+02:00,Sokets plug,15.563
2021-05-31T05:00:00+02:00,Lighting,5.625
2021-05-31T05:00:00+02:00,Other electricity,77.063
2021-05-31T05:00:00+02:00,Cooling,17.75
2021-05-31T05:00:00+02:00,Heating,5
2021-05-31T06:00:00+02:00,Ventilation,7
2021-05-31T06:00:00+02:00,Sokets plug,12.938
2021-05-31T06:00:00+02:00,Lighting,6
2021-05-31T06:00:00+02:00,Other electricity,77.938
2021-05-31T06:00:00+02:00,Cooling,28.625
2021-05-31T06:00:00+02:00,Heating,6
2021-05-31T07:00:00+02:00,Ventilation,18.5
2021-05-31T07:00:00+02:00,Sokets plug,9.438
2021-05-31T07:00:00+02:00,Lighting,5.563
2021-05-31T07:00:00+02:00,Other electricity,96.25
2021-05-31T07:00:00+02:00,Cooling,21.25
2021-05-31T07:00:00+02:00,Heating,6
2021-05-31T08:00:00+02:00,Ventilation,16
2021-05-31T08:00:00+02:00,Sokets plug,13.375
2021-05-31T08:00:00+02:00,Lighting,10.875
2021-05-31T08:00:00+02:00,Other electricity,151.375
2021-05-31T08:00:00+02:00,Cooling,18.375
2021-05-31T08:00:00+02:00,Heating,6.25
2021-05-31T09:00:00+02:00,Ventilation,57
2021-05-31T09:00:00+02:00,Sokets plug,13.563
2021-05-31T09:00:00+02:00,Lighting,13.188
2021-05-31T09:00:00+02:00,Other electricity,118.375
2021-05-31T09:00:00+02:00,Cooling,17.375
2021-05-31T09:00:00+02:00,Heating,6
2021-05-31T10:00:00+02:00,Ventilation,47.75
2021-05-31T10:00:00+02:00,Sokets plug,18
2021-05-31T10:00:00+02:00,Lighting,23.813
2021-05-31T10:00:00+02:00,Other electricity,139.688
2021-05-31T10:00:00+02:00,Cooling,17.75
2021-05-31T10:00:00+02:00,Heating,7.25
2021-05-31T11:00:00+02:00,Ventilation,119
2021-05-31T11:00:00+02:00,Sokets plug,43.063
2021-05-31T11:00:00+02:00,Lighting,34.875
2021-05-31T11:00:00+02:00,Other electricity,73.188
2021-05-31T11:00:00+02:00,Cooling,28.375
2021-05-31T11:00:00+02:00,Heating,7
2021-05-31T12:00:00+02:00,Ventilation,26.25
2021-05-31T12:00:00+02:00,Sokets plug,43.813
2021-05-31T12:00:00+02:00,Lighting,35.75
2021-05-31T12:00:00+02:00,Other electricity,162.063
2021-05-31T12:00:00+02:00,Cooling,16.625
2021-05-31T12:00:00+02:00,Heating,8.75
2021-05-31T13:00:00+02:00,Ventilation,88.125
2021-05-31T13:00:00+02:00,Sokets plug,44.375
2021-05-31T13:00:00+02:00,Lighting,38.375
2021-05-31T13:00:00+02:00,Other electricity,103.375
2021-05-31T13:00:00+02:00,Cooling,17.25
2021-05-31T13:00:00+02:00,Heating,8.75
2021-05-31T14:00:00+02:00,Ventilation,17.5
2021-05-31T14:00:00+02:00,Sokets plug,5.813
2021-05-31T14:00:00+02:00,Lighting,3.063
2021-05-31T14:00:00+02:00,Other electricity,0
2021-05-31T14:00:00+02:00,Cooling,0
2021-05-31T14:00:00+02:00,Heating,0
2021-05-31T15:00:00+02:00,Ventilation,136
2021-05-31T15:00:00+02:00,Sokets plug,37.5
2021-05-31T15:00:00+02:00,Lighting,33
2021-05-31T15:00:00+02:00,Other electricity,54.25
2021-05-31T15:00:00+02:00,Cooling,27.25
2021-05-31T15:00:00+02:00,Heating,9
2021-05-31T16:00:00+02:00,Ventilation,84.25
2021-05-31T16:00:00+02:00,Sokets plug,34.188
2021-05-31T16:00:00+02:00,Lighting,31.313
2021-05-31T16:00:00+02:00,Other electricity,99.375
2021-05-31T16:00:00+02:00,Cooling,34.375
2021-05-31T16:00:00+02:00,Heating,6.25
2021-05-31T17:00:00+02:00,Ventilation,5.625
2021-05-31T17:00:00+02:00,Sokets plug,1.25
2021-05-31T17:00:00+02:00,Lighting,2.813
2021-05-31T17:00:00+02:00,Other electricity,0
2021-05-31T17:00:00+02:00,Cooling,0
2021-05-31T17:00:00+02:00,Heating,0
2021-05-31T18:00:00+02:00,Ventilation,130.25
2021-05-31T18:00:00+02:00,Sokets plug,35.875
2021-05-31T18:00:00+02:00,Lighting,34.563
2021-05-31T18:00:00+02:00,Other electricity,44.938
2021-05-31T18:00:00+02:00,Cooling,29.875
2021-05-31T18:00:00+02:00,Heating,6.5
2021-05-31T19:00:00+02:00,Ventilation,99.75
2021-05-31T19:00:00+02:00,Sokets plug,30.063
2021-05-31T19:00:00+02:00,Lighting,30.5
2021-05-31T19:00:00+02:00,Other electricity,80.063
2021-05-31T19:00:00+02:00,Cooling,29.125
2021-05-31T19:00:00+02:00,Heating,5.75
2021-05-31T20:00:00+02:00,Ventilation,26.25
2021-05-31T20:00:00+02:00,Sokets plug,0.625
2021-05-31T20:00:00+02:00,Lighting,3.875
2021-05-31T20:00:00+02:00,Other electricity,0
2021-05-31T20:00:00+02:00,Cooling,0
2021-05-31T20:00:00+02:00,Heating,0
2021-05-31T21:00:00+02:00,Ventilation,50.25
2021-05-31T21:00:00+02:00,Sokets plug,23.875
2021-05-31T21:00:00+02:00,Lighting,23.25
2021-05-31T21:00:00+02:00,Other electricity,124.75
2021-05-31T21:00:00+02:00,Cooling,22.375
2021-05-31T21:00:00+02:00,Heating,5.75
2021-05-31T22:00:00+02:00,Ventilation,67.25
2021-05-31T22:00:00+02:00,Sokets plug,12.875
2021-05-31T22:00:00+02:00,Lighting,10.688
2021-05-31T22:00:00+02:00,Other electricity,83.875
2021-05-31T22:00:00+02:00,Cooling,29.813
2021-05-31T22:00:00+02:00,Heating,6.25
2021-05-31T23:00:00+02:00,Ventilation,29
2021-05-31T23:00:00+02:00,Sokets plug,0.875
2021-05-31T23:00:00+02:00,Lighting,0.188
2021-05-31T23:00:00+02:00,Other electricity,0
2021-05-31T23:00:00+02:00,Cooling,0
2021-05-31T23:00:00+02:00,Heating,0
2021-06-01T00:00:00+02:00,Ventilation,44.25
2021-06-01T00:00:00+02:00,Sokets plug,27.625
2021-06-01T00:00:00+02:00,Lighting,8.5
2021-06-01T00:00:00+02:00,Other electricity,64
2021-06-01T00:00:00+02:00,Cooling,24.625
2021-06-01T00:00:00+02:00,Heating,5.25
2021-06-01T01:00:00+02:00,Ventilation,19.5
2021-06-01T01:00:00+02:00,Sokets plug,12.688
2021-06-01T01:00:00+02:00,Lighting,5.875
2021-06-01T01:00:00+02:00,Other electricity,68.313
2021-06-01T01:00:00+02:00,Cooling,22.125
2021-06-01T01:00:00+02:00,Heating,5.75
2021-06-01T02:00:00+02:00,Ventilation,13.875
2021-06-01T02:00:00+02:00,Sokets plug,15.375
2021-06-01T02:00:00+02:00,Lighting,9.188
2021-06-01T02:00:00+02:00,Other electricity,59.188
2021-06-01T02:00:00+02:00,Cooling,22.875
2021-06-01T02:00:00+02:00,Heating,6
2021-06-01T03:00:00+02:00,Ventilation,6.625
2021-06-01T03:00:00+02:00,Sokets plug,11.188
2021-06-01T03:00:00+02:00,Lighting,8.25
2021-06-01T03:00:00+02:00,Other electricity,82.188
2021-06-01T03:00:00+02:00,Cooling,15.75
2021-06-01T03:00:00+02:00,Heating,6.25
2021-06-01T04:00:00+02:00,Ventilation,5.875
2021-06-01T04:00:00+02:00,Sokets plug,13
2021-06-01T04:00:00+02:00,Lighting,7.875
2021-06-01T04:00:00+02:00,Other electricity,87.25
2021-06-01T04:00:00+02:00,Cooling,22
2021-06-01T04:00:00+02:00,Heating,5.75
2021-06-01T05:00:00+02:00,Ventilation,6.25
2021-06-01T05:00:00+02:00,Sokets plug,12.563
2021-06-01T05:00:00+02:00,Lighting,7.75
2021-06-01T05:00:00+02:00,Other electricity,73.188
2021-06-01T05:00:00+02:00,Cooling,21.25
2021-06-01T05:00:00+02:00,Heating,6
2021-06-01T06:00:00+02:00,Ventilation,4.25
